STUDENT ID,GENDER,SG CITIZEN,SG PR,FOREIGNER,COUNTRY OF OTHER NATIONALITY,DOB,HIGHEST QUALIFICATION,NAME OF QUALIFICATION AND INSTITUTION,DATE ATTAINED HIGHEST QUALIFICATION,DESIGNATION,COMMENCEMENT DATE,COMPLETION DATE,FULL-TIME OR PART-TIME,COURSE FUNDING,CLASS,NATIONALITY_STATUS,AGE,COURSE_DURATION_DAYS,PERIOD,GPA,ATTENDANCE,PRIOR KNOWLEDGE,COURSE RELEVANCE,TEACHING SUPPORT,COMPANY SUPPORT,FAMILY SUPPORT,SELF-STUDY HRS
1101-011/008,F,Y,N,N,,1993-12-05,Diploma,"Diploma in Environmental Science, Republic Polytechnic",2016-06-11,Admin & HR Executive,2023-04-16,2024-09-16,Part-Time,Individual,1101-011,SG Citizen,32.1,519.0,Sem 1,3.3,100.0,3.0,3.0,3.0,3.0,4.0,16.0
1101-011/008,F,Y,N,N,,1993-12-05,Diploma,"Diploma in Environmental Science, Republic Polytechnic",2016-06-11,Admin & HR Executive,2023-04-16,2024-09-16,Part-Time,Individual,1101-011,SG Citizen,32.1,519.0,Sem 2,3.8,60.0,5.0,3.0,5.0,5.0,5.0,15.0
1101-011/008,F,Y,N,N,,1993-12-05,Diploma,"Diploma in Environmental Science, Republic Polytechnic",2016-06-11,Admin & HR Executive,2023-04-16,2024-09-16,Part-Time,Individual,1101-011,SG Citizen,32.1,519.0,Sem 3,3.4,100.0,5.0,3.0,3.0,3.0,3.0,12.0
1101-011/009,F,Y,N,N,,1978-03-04,Certificate,"Certificate in Office Skills, ITE",2016-06-11,"Snr Associate, Client Services",2023-04-16,2024-09-16,Part-Time,Individual - SFC,1101-011,SG Citizen,47.9,519.0,Sem 1,3.4,89.0,4.0,3.0,4.0,4.0,4.0,20.0
1101-011/009,F,Y,N,N,,1978-03-04,Certificate,"Certificate in Office Skills, ITE",2016-06-11,"Snr Associate, Client Services",2023-04-16,2024-09-16,Part-Time,Individual - SFC,1101-011,SG Citizen,47.9,519.0,Sem 2,3.5,86.0,3.0,5.0,3.0,4.0,4.0,17.0
1101-011/009,F,Y,N,N,,1978-03-04,Certificate,"Certificate in Office Skills, ITE",2016-06-11,"Snr Associate, Client Services",2023-04-16,2024-09-16,Part-Time,Individual - SFC,1101-011,SG Citizen,47.9,519.0,Sem 3,3.6,86.0,5.0,4.0,4.0,3.0,5.0,15.0
1101-011/010,F,Y,N,N,,1966-03-23,Certificate,"WSQ Higher Certificate in Human Resources, WPLN, Fundamentals Certificate in Early Childhood Care and Education",2005-06-02,Admin Officer,2023-04-16,2024-09-16,Part-Time,Individual,1101-011,SG Citizen,59.8,519.0,Sem 1,2.7,81.0,3.0,4.0,3.0,5.0,3.0,9.0
1101-011/010,F,Y,N,N,,1966-03-23,Certificate,"WSQ Higher Certificate in Human Resources, WPLN, Fundamentals Certificate in Early Childhood Care and Education",2005-06-02,Admin Officer,2023-04-16,2024-09-16,Part-Time,Individual,1101-011,SG Citizen,59.8,519.0,Sem 2,2.8,84.0,3.0,4.0,3.0,3.0,5.0,11.0
1101-011/010,F,Y,N,N,,1966-03-23,Certificate,"WSQ Higher Certificate in Human Resources, WPLN, Fundamentals Certificate in Early Childhood Care and Education",2005-06-02,Admin Officer,2023-04-16,2024-09-16,Part-Time,Individual,1101-011,SG Citizen,59.8,519.0,Sem 3,3.2,86.0,4.0,4.0,4.0,3.0,3.0,20.0
1101-012/001,F,Y,N,N,,1988-12-04,Certificate,"Nitec in Service Skills (Office), ITE",2001-06-11,Admin Assistant,,,Part-Time,Sponsored - no SDF,1101-012,SG Citizen,37.1,,Sem 1,2.2,90.0,4.0,5.0,5.0,5.0,3.0,9.0
1101-012/001,F,Y,N,N,,1988-12-04,Certificate,"Nitec in Service Skills (Office), ITE",2001-06-11,Admin Assistant,,,Part-Time,Sponsored - no SDF,1101-012,SG Citizen,37.1,,Sem 2,2.3,83.0,3.0,5.0,5.0,4.0,3.0,12.0
1101-012/001,F,Y,N,N,,1988-12-04,Certificate,"Nitec in Service Skills (Office), ITE",2001-06-11,Admin Assistant,,,Part-Time,Sponsored - no SDF,1101-012,SG Citizen,37.1,,Sem 3,2.7,77.0,3.0,5.0,2.0,5.0,2.0,11.0
1101-012/002,F,Y,N,N,,1991-11-27,Degree,"Bachelor Science (Facilities & Events Management), SUSS",2017-10-06,HR Administrator,,,Part-Time,Individual - SFC,1101-012,SG Citizen,34.1,,Sem 1,3.4,94.0,4.0,4.0,4.0,3.0,3.0,12.0
1101-012/002,F,Y,N,N,,1991-11-27,Degree,"Bachelor Science (Facilities & Events Management), SUSS",2017-10-06,HR Administrator,,,Part-Time,Individual - SFC,1101-012,SG Citizen,34.1,,Sem 2,3.4,96.0,5.0,3.0,3.0,5.0,4.0,12.0
1101-012/002,F,Y,N,N,,1991-11-27,Degree,"Bachelor Science (Facilities & Events Management), SUSS",2017-10-06,HR Administrator,,,Part-Time,Individual - SFC,1101-012,SG Citizen,34.1,,Sem 3,4.0,100.0,3.0,5.0,5.0,4.0,5.0,17.0
1101-012/003,F,Y,N,N,,1985-04-23,Diploma,"Diploma in Procurement and Supply Management, SIPMM Academy",2016-10-08,Purchasing Executive,,,Part-Time,Individual - SFC,1101-012,SG Citizen,40.7,,Sem 1,3.8,61.0,3.0,5.0,4.0,3.0,3.0,14.0
1101-012/003,F,Y,N,N,,1985-04-23,Diploma,"Diploma in Procurement and Supply Management, SIPMM Academy",2016-10-08,Purchasing Executive,,,Part-Time,Individual - SFC,1101-012,SG Citizen,40.7,,Sem 2,3.7,54.0,5.0,3.0,3.0,4.0,4.0,19.0
1101-012/003,F,Y,N,N,,1985-04-23,Diploma,"Diploma in Procurement and Supply Management, SIPMM Academy",2016-10-08,Purchasing Executive,,,Part-Time,Individual - SFC,1101-012,SG Citizen,40.7,,Sem 3,3.9,81.0,,,,,,
1101-012/004,F,N,Y,N,Malaysia,1975-03-15,Certificate,"Certificate in Payroll Administration, SHRI Academy, SPM",1998-10-08,HR Executive,,,Part-Time,Sponsored,1101-012,SG PR,50.9,,Sem 1,1.9,60.0,3.0,4.0,3.0,3.0,2.0,6.0
1101-012/004,F,N,Y,N,Malaysia,1975-03-15,Certificate,"Certificate in Payroll Administration, SHRI Academy, SPM",1998-10-08,HR Executive,,,Part-Time,Sponsored,1101-012,SG PR,50.9,,Sem 2,2.0,80.0,3.0,3.0,4.0,5.0,5.0,14.0
1101-012/004,F,N,Y,N,Malaysia,1975-03-15,Certificate,"Certificate in Payroll Administration, SHRI Academy, SPM",1998-10-08,HR Executive,,,Part-Time,Sponsored,1101-012,SG PR,50.9,,Sem 3,2.4,82.0,3.0,3.0,5.0,3.0,4.0,15.0
1101-012/005,F,Y,N,N,,1975-07-09,Degree,"Bachelor of Science in Business & Mgt Studies, University of Bradford",2017-06-12,HR Executive,,,Part-Time,Individual - SFC,1101-012,SG Citizen,50.5,,Sem 1,2.8,85.0,3.0,4.0,4.0,5.0,3.0,13.0
1101-012/005,F,Y,N,N,,1975-07-09,Degree,"Bachelor of Science in Business & Mgt Studies, University of Bradford",2017-06-12,HR Executive,,,Part-Time,Individual - SFC,1101-012,SG Citizen,50.5,,Sem 2,2.9,70.0,4.0,5.0,5.0,5.0,5.0,15.0
1101-012/005,F,Y,N,N,,1975-07-09,Degree,"Bachelor of Science in Business & Mgt Studies, University of Bradford",2017-06-12,HR Executive,,,Part-Time,Individual - SFC,1101-012,SG Citizen,50.5,,Sem 3,3.6,84.0,4.0,4.0,5.0,4.0,5.0,17.0
1101-012/006,F,Y,N,N,,1976-06-09,Degree,"Bachelor of Business (Advertising), Queensland University of Technology",1993-06-10,-,,,Part-Time,Individual - SFC,1101-012,SG Citizen,49.6,,Sem 1,2.3,80.0,4.0,3.0,3.0,5.0,4.0,10.0
1101-012/006,F,Y,N,N,,1976-06-09,Degree,"Bachelor of Business (Advertising), Queensland University of Technology",1993-06-10,-,,,Part-Time,Individual - SFC,1101-012,SG Citizen,49.6,,Sem 2,2.4,82.0,4.0,5.0,5.0,3.0,5.0,12.0
1101-012/006,F,Y,N,N,,1976-06-09,Degree,"Bachelor of Business (Advertising), Queensland University of Technology",1993-06-10,-,,,Part-Time,Individual - SFC,1101-012,SG Citizen,49.6,,Sem 3,2.8,94.0,5.0,3.0,2.0,3.0,3.0,10.0
1101-012/007,F,Y,N,N,,1991-12-05,Diploma,"Diploma in Environmental Science, Republic Polytechnic",2016-06-09,-,,,Part-Time,Individual,1101-012,SG Citizen,34.1,,Sem 1,3.4,100.0,5.0,3.0,5.0,5.0,3.0,17.0
1101-012/007,F,Y,N,N,,1991-12-05,Diploma,"Diploma in Environmental Science, Republic Polytechnic",2016-06-09,-,,,Part-Time,Individual,1101-012,SG Citizen,34.1,,Sem 2,3.3,56.0,5.0,3.0,4.0,1.0,5.0,11.0
1101-012/007,F,Y,N,N,,1991-12-05,Diploma,"Diploma in Environmental Science, Republic Polytechnic",2016-06-09,-,,,Part-Time,Individual,1101-012,SG Citizen,34.1,,Sem 3,3.8,100.0,3.0,3.0,3.0,5.0,5.0,16.0
1101-012/008,F,Y,N,N,,1983-07-19,Degree,"Bachelor of Arts in Accounting, University of Bedfordshire",2017-01-11,Accounts Executive,,,Part-Time,Individual,1101-012,SG Citizen,42.5,,Sem 1,3.7,86.0,5.0,5.0,3.0,4.0,4.0,15.0
1101-012/008,F,Y,N,N,,1983-07-19,Degree,"Bachelor of Arts in Accounting, University of Bedfordshire",2017-01-11,Accounts Executive,,,Part-Time,Individual,1101-012,SG Citizen,42.5,,Sem 2,3.7,67.0,3.0,5.0,5.0,3.0,3.0,17.0
1101-012/008,F,Y,N,N,,1983-07-19,Degree,"Bachelor of Arts in Accounting, University of Bedfordshire",2017-01-11,Accounts Executive,,,Part-Time,Individual,1101-012,SG Citizen,42.5,,Sem 3,4.0,85.0,5.0,3.0,4.0,4.0,5.0,16.0
1101-012/009,F,Y,N,N,,1989-10-02,Degree,"Bachelor of Science (Business Management), University of Birmingham",2019-01-08,-,,,Part-Time,Individual - SFC,1101-012,SG Citizen,36.3,,Sem 1,4.0,100.0,4.0,3.0,3.0,4.0,5.0,13.0
1101-012/009,F,Y,N,N,,1989-10-02,Degree,"Bachelor of Science (Business Management), University of Birmingham",2019-01-08,-,,,Part-Time,Individual - SFC,1101-012,SG Citizen,36.3,,Sem 2,4.0,100.0,4.0,4.0,3.0,5.0,5.0,17.0
1101-012/009,F,Y,N,N,,1989-10-02,Degree,"Bachelor of Science (Business Management), University of Birmingham",2019-01-08,-,,,Part-Time,Individual - SFC,1101-012,SG Citizen,36.3,,Sem 3,4.0,93.0,5.0,3.0,3.0,4.0,5.0,17.0
1101-012/010,F,Y,N,N,,1996-03-05,Certificate,N level,2017-01-09,Admin Executive,,,Part-Time,Sponsored,1101-012,SG Citizen,29.9,,Sem 1,3.4,70.0,4.0,3.0,5.0,3.0,3.0,20.0
1101-012/010,F,Y,N,N,,1996-03-05,Certificate,N level,2017-01-09,Admin Executive,,,Part-Time,Sponsored,1101-012,SG Citizen,29.9,,Sem 2,3.4,94.0,4.0,5.0,3.0,5.0,4.0,14.0
1101-012/010,F,Y,N,N,,1996-03-05,Certificate,N level,2017-01-09,Admin Executive,,,Part-Time,Sponsored,1101-012,SG Citizen,29.9,,Sem 3,4.0,100.0,3.0,3.0,5.0,5.0,5.0,18.0
1101-012/011,F,Y,N,N,,1994-08-27,Diploma,"Diploma in Events Management, Kaplan",2018-02-11,HR Assistant,,,Part-Time,Sponsored,1101-012,SG Citizen,31.4,,Sem 1,3.3,85.0,4.0,4.0,3.0,3.0,3.0,12.0
1101-012/011,F,Y,N,N,,1994-08-27,Diploma,"Diploma in Events Management, Kaplan",2018-02-11,HR Assistant,,,Part-Time,Sponsored,1101-012,SG Citizen,31.4,,Sem 2,3.2,64.0,5.0,4.0,4.0,5.0,3.0,13.0
1101-012/011,F,Y,N,N,,1994-08-27,Diploma,"Diploma in Events Management, Kaplan",2018-02-11,HR Assistant,,,Part-Time,Sponsored,1101-012,SG Citizen,31.4,,Sem 3,3.7,100.0,3.0,5.0,4.0,3.0,3.0,14.0
1102-001/001,F,N,N,Y,Malaysia,1991-09-13,Certificate,SPM,,Admin & HR Assistant,2022-04-18,2023-09-17,Part-Time,Individual,1102-001,Foreigner,34.4,517.0,Sem 1,3.4,81.0,3.0,3.0,3.0,5.0,5.0,19.0
1102-001/001,F,N,N,Y,Malaysia,1991-09-13,Certificate,SPM,,Admin & HR Assistant,2022-04-18,2023-09-17,Part-Time,Individual,1102-001,Foreigner,34.4,517.0,Sem 2,3.5,70.0,4.0,5.0,3.0,5.0,2.0,13.0
1102-001/001,F,N,N,Y,Malaysia,1991-09-13,Certificate,SPM,,Admin & HR Assistant,2022-04-18,2023-09-17,Part-Time,Individual,1102-001,Foreigner,34.4,517.0,Sem 3,3.9,100.0,5.0,4.0,3.0,4.0,4.0,18.0
1102-001/002,F,Y,N,N,,1993-11-25,Diploma,"Diploma in Business Admininstration, LCCI Level 3, Private Secretary's Diploma, LCCI",,"Executive, Administration",2022-04-18,2023-09-17,Part-Time,Sponsored,1102-001,SG Citizen,32.2,517.0,Sem 1,2.4,82.0,3.0,3.0,4.0,4.0,4.0,5.0
1102-001/002,F,Y,N,N,,1993-11-25,Diploma,"Diploma in Business Admininstration, LCCI Level 3, Private Secretary's Diploma, LCCI",,"Executive, Administration",2022-04-18,2023-09-17,Part-Time,Sponsored,1102-001,SG Citizen,32.2,517.0,Sem 2,2.5,87.0,3.0,5.0,3.0,4.0,4.0,11.0
1102-001/002,F,Y,N,N,,1993-11-25,Diploma,"Diploma in Business Admininstration, LCCI Level 3, Private Secretary's Diploma, LCCI",,"Executive, Administration",2022-04-18,2023-09-17,Part-Time,Sponsored,1102-001,SG Citizen,32.2,517.0,Sem 3,2.9,56.0,4.0,5.0,3.0,5.0,5.0,11.0
1102-001/003,F,N,Y,N,Malaysia,1970-10-17,Certificate,"Lower Secondary Education, Malaysia",1995-07-11,Administrator,2022-04-18,2023-09-17,Part-Time,Individual - SFC,1102-001,SG PR,55.3,517.0,Sem 1,2.0,80.0,3.0,3.0,2.0,3.0,4.0,6.0
1102-001/003,F,N,Y,N,Malaysia,1970-10-17,Certificate,"Lower Secondary Education, Malaysia",1995-07-11,Administrator,2022-04-18,2023-09-17,Part-Time,Individual - SFC,1102-001,SG PR,55.3,517.0,Sem 2,2.1,74.0,5.0,5.0,2.0,5.0,5.0,12.0
1102-001/003,F,N,Y,N,Malaysia,1970-10-17,Certificate,"Lower Secondary Education, Malaysia",1995-07-11,Administrator,2022-04-18,2023-09-17,Part-Time,Individual - SFC,1102-001,SG PR,55.3,517.0,Sem 3,2.5,96.0,4.0,3.0,2.0,4.0,4.0,12.0
1102-001/005,F,Y,N,N,,1979-06-29,Certificate,N' level,,Admin & Finance Executive,2022-04-18,2023-09-17,Part-Time,Sponsored,1102-001,SG Citizen,46.6,517.0,Sem 1,2.1,87.0,3.0,3.0,2.0,5.0,3.0,7.0
1102-001/005,F,Y,N,N,,1979-06-29,Certificate,N' level,,Admin & Finance Executive,2022-04-18,2023-09-17,Part-Time,Sponsored,1102-001,SG Citizen,46.6,517.0,Sem 2,1.9,74.0,3.0,3.0,2.0,3.0,1.0,10.0
1102-001/005,F,Y,N,N,,1979-06-29,Certificate,N' level,,Admin & Finance Executive,2022-04-18,2023-09-17,Part-Time,Sponsored,1102-001,SG Citizen,46.6,517.0,Sem 3,2.3,84.0,3.0,3.0,2.0,5.0,5.0,7.0
1102-001/006,F,Y,N,N,,1975-05-25,Certificate,O' level,,Admin Assistant,2022-04-18,2024-03-18,Part-Time,Individual,1102-001,SG Citizen,50.7,700.0,Sem 1,2.1,51.0,3.0,3.0,2.0,1.0,3.0,7.0
1102-001/006,F,Y,N,N,,1975-05-25,Certificate,O' level,,Admin Assistant,2022-04-18,2024-03-18,Part-Time,Individual,1102-001,SG Citizen,50.7,700.0,Sem 2,1.7,61.0,2.0,3.0,2.0,2.0,1.0,5.0
1102-001/006,F,Y,N,N,,1975-05-25,Certificate,O' level,,Admin Assistant,2022-04-18,2024-03-18,Part-Time,Individual,1102-001,SG Citizen,50.7,700.0,Sem 3,2.2,79.0,4.0,4.0,4.0,5.0,4.0,12.0
1102-001/006,F,Y,N,N,,1975-05-25,Certificate,O' level,,Admin Assistant,2022-04-18,2024-03-18,Part-Time,Individual,1102-001,SG Citizen,50.7,700.0,Sem 4,2.1,63.0,1.0,3.0,5.0,4.0,2.0,10.0
1102-001/007,F,Y,N,N,,1982-11-30,Certificate,N' Level,,Operation Executive,2022-04-18,2023-09-17,Part-Time,Sponsored,1102-001,SG Citizen,43.1,517.0,Sem 1,2.7,89.0,3.0,4.0,3.0,5.0,3.0,12.0
1102-001/007,F,Y,N,N,,1982-11-30,Certificate,N' Level,,Operation Executive,2022-04-18,2023-09-17,Part-Time,Sponsored,1102-001,SG Citizen,43.1,517.0,Sem 2,2.8,97.0,5.0,3.0,5.0,3.0,3.0,10.0
1102-001/007,F,Y,N,N,,1982-11-30,Certificate,N' Level,,Operation Executive,2022-04-18,2023-09-17,Part-Time,Sponsored,1102-001,SG Citizen,43.1,517.0,Sem 3,3.2,90.0,3.0,4.0,3.0,3.0,4.0,15.0
1102-001/008,F,N,N,Y,Malaysia,1995-07-08,Certificate,SPM,,Clerk,2022-04-18,2023-09-17,Part-Time,Individual,1102-001,Foreigner,30.5,517.0,Sem 1,3.1,89.0,4.0,5.0,4.0,4.0,4.0,15.0
1102-001/008,F,N,N,Y,Malaysia,1995-07-08,Certificate,SPM,,Clerk,2022-04-18,2023-09-17,Part-Time,Individual,1102-001,Foreigner,30.5,517.0,Sem 2,3.2,86.0,3.0,5.0,4.0,4.0,3.0,16.0
1102-001/008,F,N,N,Y,Malaysia,1995-07-08,Certificate,SPM,,Clerk,2022-04-18,2023-09-17,Part-Time,Individual,1102-001,Foreigner,30.5,517.0,Sem 3,3.9,100.0,3.0,5.0,4.0,4.0,3.0,12.0
1102-001/009,M,Y,N,N,,1979-01-31,Diploma,"Diploma in Multimedia & Infocomm Technology, Nanyang Polytechnic",,Early Childhood Support Office,2022-04-18,2023-09-17,Part-Time,Individual - SFC,1102-001,SG Citizen,47.0,517.0,Sem 1,3.5,100.0,4.0,3.0,5.0,5.0,4.0,19.0
1102-001/009,M,Y,N,N,,1979-01-31,Diploma,"Diploma in Multimedia & Infocomm Technology, Nanyang Polytechnic",,Early Childhood Support Office,2022-04-18,2023-09-17,Part-Time,Individual - SFC,1102-001,SG Citizen,47.0,517.0,Sem 2,3.1,93.0,4.0,5.0,3.0,3.0,4.0,18.0
1102-001/009,M,Y,N,N,,1979-01-31,Diploma,"Diploma in Multimedia & Infocomm Technology, Nanyang Polytechnic",,Early Childhood Support Office,2022-04-18,2023-09-17,Part-Time,Individual - SFC,1102-001,SG Citizen,47.0,517.0,Sem 3,2.5,80.0,3.0,3.0,4.0,5.0,2.0,5.0
1102-002/001,F,Y,N,N,,1990-03-09,Certificate,O' level,,Business Development Executive,2022-10-19,2024-03-18,Part-Time,Individual - SFC,1102-002,SG Citizen,35.9,516.0,Sem 1,2.5,70.0,3.0,3.0,4.0,4.0,5.0,7.0
1102-002/001,F,Y,N,N,,1990-03-09,Certificate,O' level,,Business Development Executive,2022-10-19,2024-03-18,Part-Time,Individual - SFC,1102-002,SG Citizen,35.9,516.0,Sem 2,2.6,65.0,4.0,3.0,5.0,1.0,5.0,17.0
1102-002/001,F,Y,N,N,,1990-03-09,Certificate,O' level,,Business Development Executive,2022-10-19,2024-03-18,Part-Time,Individual - SFC,1102-002,SG Citizen,35.9,516.0,Sem 3,3.0,93.0,3.0,3.0,4.0,4.0,4.0,18.0
1102-002/002,F,Y,N,N,,2000-06-17,Certificate,N' Level,,Human Resource Assistant,2022-10-19,2024-03-18,Part-Time,Sponsored,1102-002,SG Citizen,25.6,516.0,Sem 1,3.9,100.0,,,,,,
1102-002/002,F,Y,N,N,,2000-06-17,Certificate,N' Level,,Human Resource Assistant,2022-10-19,2024-03-18,Part-Time,Sponsored,1102-002,SG Citizen,25.6,516.0,Sem 2,3.8,80.0,,,,,,
1102-002/002,F,Y,N,N,,2000-06-17,Certificate,N' Level,,Human Resource Assistant,2022-10-19,2024-03-18,Part-Time,Sponsored,1102-002,SG Citizen,25.6,516.0,Sem 3,4.0,94.0,,,,,,
1102-002/003,F,Y,N,N,,1984-01-04,Degree,"Bachelor of Arts and Social Science, NUS",2006-09-12,"Executive, Marketing",2022-10-19,2024-03-18,Part-Time,Individual,1102-002,SG Citizen,42.0,516.0,Sem 1,2.8,86.0,5.0,3.0,3.0,5.0,4.0,12.0
1102-002/003,F,Y,N,N,,1984-01-04,Degree,"Bachelor of Arts and Social Science, NUS",2006-09-12,"Executive, Marketing",2022-10-19,2024-03-18,Part-Time,Individual,1102-002,SG Citizen,42.0,516.0,Sem 2,2.9,61.0,3.0,4.0,3.0,3.0,3.0,10.0
1102-002/003,F,Y,N,N,,1984-01-04,Degree,"Bachelor of Arts and Social Science, NUS",2006-09-12,"Executive, Marketing",2022-10-19,2024-03-18,Part-Time,Individual,1102-002,SG Citizen,42.0,516.0,Sem 3,3.0,93.0,5.0,3.0,4.0,3.0,4.0,9.0
1102-002/004,F,N,N,Y,Malaysia,1996-09-10,Certificate,SPM,,Admin Assistant,2022-10-19,2024-03-18,Part-Time,Sponsored - no SDF,1102-002,Foreigner,29.4,516.0,Sem 1,3.2,87.0,5.0,3.0,5.0,5.0,3.0,16.0
1102-002/004,F,N,N,Y,Malaysia,1996-09-10,Certificate,SPM,,Admin Assistant,2022-10-19,2024-03-18,Part-Time,Sponsored - no SDF,1102-002,Foreigner,29.4,516.0,Sem 2,3.4,100.0,3.0,5.0,3.0,4.0,5.0,15.0
1102-002/004,F,N,N,Y,Malaysia,1996-09-10,Certificate,SPM,,Admin Assistant,2022-10-19,2024-03-18,Part-Time,Sponsored - no SDF,1102-002,Foreigner,29.4,516.0,Sem 3,3.9,100.0,4.0,3.0,5.0,3.0,5.0,18.0
1102-002/005,F,Y,N,N,,1995-08-03,Diploma,"Diploma in Business, Temasek Polytechnic",,Secretary,2022-10-19,2024-03-18,Part-Time,Individual,1102-002,SG Citizen,30.5,516.0,Sem 1,3.1,83.0,4.0,5.0,3.0,5.0,4.0,19.0
1102-002/005,F,Y,N,N,,1995-08-03,Diploma,"Diploma in Business, Temasek Polytechnic",,Secretary,2022-10-19,2024-03-18,Part-Time,Individual,1102-002,SG Citizen,30.5,516.0,Sem 2,3.2,100.0,4.0,3.0,5.0,3.0,3.0,12.0
1102-002/005,F,Y,N,N,,1995-08-03,Diploma,"Diploma in Business, Temasek Polytechnic",,Secretary,2022-10-19,2024-03-18,Part-Time,Individual,1102-002,SG Citizen,30.5,516.0,Sem 3,3.3,82.0,3.0,4.0,5.0,3.0,3.0,14.0
1102-002/006,F,Y,N,N,,1987-08-02,Diploma,"Diploma in Business Administration, PSB Academy",2012-09-12,Executive Assistant,2022-10-19,2024-03-18,Part-Time,Individual - SFC,1102-002,SG Citizen,38.5,516.0,Sem 1,2.5,78.0,3.0,5.0,4.0,3.0,3.0,8.0
1102-002/006,F,Y,N,N,,1987-08-02,Diploma,"Diploma in Business Administration, PSB Academy",2012-09-12,Executive Assistant,2022-10-19,2024-03-18,Part-Time,Individual - SFC,1102-002,SG Citizen,38.5,516.0,Sem 2,2.6,84.0,2.0,5.0,5.0,5.0,2.0,9.0
1102-002/006,F,Y,N,N,,1987-08-02,Diploma,"Diploma in Business Administration, PSB Academy",2012-09-12,Executive Assistant,2022-10-19,2024-03-18,Part-Time,Individual - SFC,1102-002,SG Citizen,38.5,516.0,Sem 3,3.3,100.0,3.0,3.0,3.0,5.0,5.0,15.0
1102-002/007,F,Y,N,N,,1990-11-13,Diploma,"Advanced Diploma in Tourism, MDIS",2019-09-10,Admin Assistant,2022-10-19,2024-03-18,Part-Time,Individual,1102-002,SG Citizen,35.2,516.0,Sem 1,3.3,84.0,4.0,5.0,4.0,3.0,3.0,18.0
1102-002/007,F,Y,N,N,,1990-11-13,Diploma,"Advanced Diploma in Tourism, MDIS",2019-09-10,Admin Assistant,2022-10-19,2024-03-18,Part-Time,Individual,1102-002,SG Citizen,35.2,516.0,Sem 2,3.4,100.0,4.0,4.0,5.0,3.0,4.0,19.0
1102-002/007,F,Y,N,N,,1990-11-13,Diploma,"Advanced Diploma in Tourism, MDIS",2019-09-10,Admin Assistant,2022-10-19,2024-03-18,Part-Time,Individual,1102-002,SG Citizen,35.2,516.0,Sem 3,3.8,100.0,4.0,4.0,5.0,3.0,3.0,20.0
1102-003/001,F,Y,N,N,,1982-02-10,Diploma,"Diploma in Software Engineering, Singapore Polytechnic",,Software Developer,2023-04-16,2024-09-16,Part-Time,Individual-SFC,1102-003,SG Citizen,43.9,519.0,Sem 1,1.9,100.0,2.0,3.0,3.0,2.0,2.0,5.0
1102-003/001,F,Y,N,N,,1982-02-10,Diploma,"Diploma in Software Engineering, Singapore Polytechnic",,Software Developer,2023-04-16,2024-09-16,Part-Time,Individual-SFC,1102-003,SG Citizen,43.9,519.0,Sem 2,2.0,50.0,4.0,5.0,5.0,1.0,2.0,11.0
1102-003/001,F,Y,N,N,,1982-02-10,Diploma,"Diploma in Software Engineering, Singapore Polytechnic",,Software Developer,2023-04-16,2024-09-16,Part-Time,Individual-SFC,1102-003,SG Citizen,43.9,519.0,Sem 3,2.4,86.0,4.0,5.0,2.0,3.0,3.0,11.0
1102-003/002,F,N,Y,N,China,1997-10-19,Diploma,"Diploma of Hospitality Management, Temasek Polytechnic",2016-10-11,Tour Guide,2023-04-16,2024-09-16,Part-Time,Sponsored,1102-003,SG PR,28.3,519.0,Sem 1,3.1,87.0,3.0,4.0,5.0,5.0,5.0,17.0
1102-003/002,F,N,Y,N,China,1997-10-19,Diploma,"Diploma of Hospitality Management, Temasek Polytechnic",2016-10-11,Tour Guide,2023-04-16,2024-09-16,Part-Time,Sponsored,1102-003,SG PR,28.3,519.0,Sem 2,3.2,97.0,3.0,3.0,5.0,3.0,4.0,16.0
1102-003/002,F,N,Y,N,China,1997-10-19,Diploma,"Diploma of Hospitality Management, Temasek Polytechnic",2016-10-11,Tour Guide,2023-04-16,2024-09-16,Part-Time,Sponsored,1102-003,SG PR,28.3,519.0,Sem 3,3.9,76.0,4.0,4.0,3.0,4.0,3.0,19.0
1102-003/003,F,Y,N,N,,1974-04-30,Certificate,O' levels,,Business Development Executive,2023-04-16,2024-09-16,Part-Time,Individual,1102-003,SG Citizen,51.7,519.0,Sem 1,2.1,78.0,5.0,3.0,5.0,5.0,5.0,10.0
1102-003/003,F,Y,N,N,,1974-04-30,Certificate,O' levels,,Business Development Executive,2023-04-16,2024-09-16,Part-Time,Individual,1102-003,SG Citizen,51.7,519.0,Sem 2,2.2,74.0,5.0,3.0,4.0,5.0,3.0,5.0
1102-003/003,F,Y,N,N,,1974-04-30,Certificate,O' levels,,Business Development Executive,2023-04-16,2024-09-16,Part-Time,Individual,1102-003,SG Citizen,51.7,519.0,Sem 3,2.6,64.0,4.0,4.0,5.0,4.0,4.0,6.0
1102-003/004,M,Y,N,N,,1979-06-12,Certificate,"NTC 2, N Level, WPLN",2010-05-12,Business co-ordinator,2023-04-16,2024-09-16,Part-Time,Individual,1102-003,SG Citizen,46.6,519.0,Sem 1,2.2,99.0,4.0,4.0,2.0,5.0,5.0,8.0
1102-003/004,M,Y,N,N,,1979-06-12,Certificate,"NTC 2, N Level, WPLN",2010-05-12,Business co-ordinator,2023-04-16,2024-09-16,Part-Time,Individual,1102-003,SG Citizen,46.6,519.0,Sem 2,2.3,89.0,3.0,5.0,4.0,3.0,5.0,8.0
